id,fen,solution,rating,theme
1ZWZu,4q3/P1p2ppk/1n1p3p/3Q1P2/2r5/7P/5PP1/1R4K1 w - - 6 32,b1b6 c4c1 g1h2 c7b6 a7a8q e8a8 d5a8,1316,승격
0knuH,r3k2r/1p3p2/pq2P3/4p3/6n1/P1NB4/1P1Q2KP/2R2R2 b kq - 0 22,h8h2 g2g3 h2d2,1316,스큐어
0Tnef,2r5/8/1KP5/7p/3R1p1P/6k1/8/8 b - - 0 51,f4f3 c6c7 f3f2,1317,전진한 폰
0s1oJ,8/8/1pr1PRp1/6P1/1P4kp/8/3K4/8 w - - 3 37,e6e7 c6c8 f6f8,1317,전진한 폰
0C0P2,8/5Qpk/2Nrn2p/6r1/8/6PK/7P/8 w - - 4 42,c6e7 d6d8 f7e6,1317,우위 잡기
1UQKA,6k1/1p5r/p5p1/3p2N1/3B1r2/2P4b/PP5P/4R1K1 w - - 0 32,e1e8 f4f8 e8f8 g8f8 g5h7,1317,어트랙션
1lndu,8/1p3k1p/1R1Bp3/2P4K/5P2/6P1/2r3b1/8 b - - 0 40,g2f3 h5g5 h7h6 g5h6 c2h2 h6g5 h2h5,1317,어트랙션
2b2fl,4rk2/6b1/R1p3p1/1p1b3p/pP3N2/P3p1PP/5P2/4R1K1 b - - 1 42,e3f2 g1f2 g7d4 f2f1 d5c4,1317,어트랙션
34l0w,8/p3k3/1p6/4r2p/2P5/1P5r/P2R4/3KR3 b - - 3 54,e5e1 d1e1 h3h1 e1e2 h1h2 e2e3 h2d2,1317,어트랙션
4sWVD,7Q/kb5P/3q4/1pp2p2/p3P3/P2p4/1PB5/1K5R b - - 0 43,d3c2 b1c2 b7e4,1317,어트랙션
R0LXI,8/R7/4k2B/1r4p1/4p3/2nn4/6PP/5RK1 b - - 4 48,c3e2 g1h1 d3f2 f1f2 b5b1 f2f1 b1f1,1317,백랭크 메이트
gFJ1n,r3r1k1/2P2ppp/8/pqQ5/2R2B2/8/P4PPP/5KNR b - - 0 24,b5b1 c4c1 b1d3 g1e2 d3e2 f1g1 e2e1 c1e1 e8e1,1317,백랭크 메이트
08bm9,4r1k1/R4ppp/2p5/3p4/6P1/1N5P/1qP3Q1/7K b - - 0 31,e8e1 g2g1 e1g1,1317,결정적 우위
0AhOg,8/pp6/2p5/7p/6qP/6Pk/PPQ2P2/5RK1 b - - 6 43,g4f3 c2f5 f3f5,1317,결정적 우위
0Yshf,3B4/3R2p1/3p2kp/2pPpn2/r1P1K2P/2P2P2/8/8 w - - 4 38,h4h5 g6h5 e4f5,1317,디플렉션
24gpd,4rq2/p5kp/1p3rp1/3p2Nn/2pP4/5P2/PPP3Q1/1K3R1R w - - 8 28,h1h5 g6h5 g5e6 g7h8 e6f8,1317,더블 체크
0NkjY,r1bbk2r/1q3ppp/p1N1p3/1N2n2n/5B2/8/PPP3PP/1K1R1B1R w kq - 0 17,d1d8,1317,메이트 1수
0339q,8/2pbb2p/3k4/2p2pP1/2PpB3/1P1N1K2/r6P/2B5 w - - 4 38,c1f4 d6e6 e4d5,1317,메이트 2수
0bA5B,3r2k1/1p4pp/p1n1br2/2B1p3/2p1q3/7P/PPPQ1P2/2KR2R1 w - - 0 22,d2d8 c6d8 d1d8 f6f8 d8f8,1317,메이트 3수
2ACga,r2q1rk1/2pbbppp/p2p4/1p2n2Q/4P3/2PP4/PPBN1PPP/R1B1R1K1 b - - 0 12,d7g4 h5g4 e5g4,1317,갇힌 기물
7Ms7v,3r3r/k4pp1/1p3n2/P1qp1p2/5P1p/2P4P/1P3QP1/R4R1K w - - 1 24,a5b6 a7b6 a1a6 b6a6 f2c5,1318,더블 체크
D3ALm,rn4k1/1p3pp1/pq2b2p/3p4/2pn1N2/BPN2P2/P2Q2PP/R4RK1 b - - 1 18,d4f3 g1h1 f3d2,1318,더블 체크
0Cvkh,5rk1/1p3p2/2p5/p3PNp1/3PQ1n1/P5q1/1P4P1/3KR3 b - - 5 39,g4f2 d1c2 f2e4 f5g3 e4g3,1318,포크
0sWv2,2k4r/pppq1p1p/2n2Q2/8/3P4/2P5/P3rPPP/4R1K1 w - - 0 22,f6h8 d7d8 h8d8 c8d8 e1e2,1318,매달린 기물
0AX8r,rn2qr2/pp2bkpn/2p1b2p/3p1P2/6PB/2NP4/PPP1Q2P/R3KB1R w KQ - 0 15,e2e6,1318,메이트 1수
0CpGD,r2qk2r/pbp3p1/1p1pB3/8/3P3N/2P1P1K1/PPQN1nP1/R5R1 b kq - 0 21,d8h4,1318,메이트 1수
0GaPT,r2q3r/pppk2pp/2nb2b1/3Q2N1/1P2n3/8/P1P2PPP/RNB1R1K1 w - - 1 14,d5e6,1318,메이트 1수
0LhtN,rr3R2/3k2pp/p7/3pP3/2p5/Q1P5/P2q2PP/7K w - - 2 30,a3d6,1318,메이트 1수
0ASNj,1r2b1k1/1p2q3/p3p1pQ/3pP1Np/P2n4/1P3RP1/5P2/5K2 w - - 0 39,f3f8 e7f8 h6h7,1318,메이트 2수
0Brfx,r4r2/ppR2nbp/kn4p1/N2p2B1/PP6/8/2p2PPP/R5K1 w - - 0 25,b4b5 a6a5 g5d2 g7c3 d2c3,1318,메이트 3수
0GekT,1knr3r/p1p2p2/Qp1p4/3P4/3qP1p1/2R3P1/PPRN2KP/8 b - - 8 28,h8h2 g2h2 d4f2 h2h1 d8h8,1318,메이트 3수
02MOC,r5k1/ppp3pp/8/1BQq1r2/8/8/PP1P1P1P/n1B3K1 w - - 0 20,b5c4 d5c4 c5c4,1318,핀
0M2Hi,5rk1/2p2pp1/p1np4/3Nq3/4P3/5RQP/P2r1PP1/R5K1 w - - 4 23,d5f6 e5f6 f3f6,1318,핀
0NkLF,r7/pp1qn1kp/3p1rp1/3pp1Q1/2P1P3/3P2NP/PP4P1/R5K1 w - - 0 19,g3h5 g7g8 h5f6,1318,핀
0wMrH,1Q6/8/3K3p/7P/4k3/P7/8/2q5 b - - 3 56,c1f4 d6c5 f4b8,1318,스큐어
1HtCL,8/8/2b3p1/2k1Bp2/5P2/r7/P7/3RK3 w - - 0 39,e5d6 c5c4 d6a3,1318,스큐어
04DEQ,5rk1/Qbq1bppp/2p1pn2/4N3/3P4/3B3P/1BP2PP1/1R4K1 b - - 5 21,f8a8 a7a8 b7a8,1318,갇힌 기물
1xkB5,r1bqk2r/3pbpp1/p1n1p1np/1p6/N3P3/1B2BN2/PP3PPP/R2Q1RK1 w kq - 0 12,e3b6 b5a4 b6d8,1318,갇힌 기물
0U1QL,8/8/8/4p3/5p2/5PP1/5K1k/8 w - - 1 57,g3g4 h2h3 g4g5 h3h4 g5g6 h4g5 g6g7,1319,전진한 폰
IoPY2,r1r3k1/1Q4pp/8/2ppq3/8/4p1P1/P4RPP/5RK1 w - - 0 36,b7f7 g8h8 f7f8 c8f8 f2f8 a8f8 f1f8,1319,백랭크 메이트
OvNwn,3R1rk1/4rppp/pp6/8/8/3R4/PPP1pqPP/3Q3K w - - 0 33,d8f8 g8f8 d3d8 e7e8 d1d6 f8g8 d8e8,1319,백랭크 메이트
Rg3T8,2r2k2/1pq4R/2b1p1Q1/3p4/p2BP1P1/P4r2/BPPR4/2K5 b - - 0 27,f3f1 d2d1 c7f4 d4e3 f4e3 c1b1 f1d1,1319,백랭크 메이트
05Nm7,q5rk/QR4bp/3p4/3Pp3/8/6P1/P4P1P/6K1 w - - 2 34,b7g7 a8a7 g7a7,1319,결정적 우위
04AF5,3r4/pp2bpk1/7p/P1p5/2Q1q3/6P1/1P3P1P/R1R3K1 b - - 1 28,d8d1 c1d1 e4c4,1319,디플렉션
0DkhR,2b5/4r2p/p4kpB/1p3p2/8/8/PbB2PPP/4R1K1 w - - 3 25,h6g5 f6g5 e1e7,1319,디플렉션
0b6sF,8/8/1p2b3/pPk2p2/2P1p1p1/1K2P1P1/5P2/5B2 b - - 1 54,a5a4 b3a4 e6c4,1319,디플렉션
2sOc5,r3r3/pp3p1k/2pb2p1/3p1q1P/3P4/2N1P3/PPQ2PP1/2K4R w - - 1 19,h5g6 h7g6 h1h6 g6h6 c2f5,1319,더블 체크
0Abea,4k3/pp3p1p/1qp1p3/5p2/1Q5P/1KPr4/P3N1r1/5R1R w - - 0 25,b4b6 a7b6 e2f4 d3c3 b3c3,1319,포크
0D3DU,4k3/ppp3pp/8/5PB1/2Pr1n2/6PP/P4P2/R5K1 b - - 0 23,f4h3 g1g2 h3g5,1319,포크
0DsX1,r4rk1/5p1p/p5p1/2pP2q1/3n4/P1QPR3/B4PPP/R5K1 b - - 5 22,g5e3 f2e3 d4e2 g1f2 e2c3,1319,포크
015mX,r3k2r/1ppqb2p/p1b1N3/3pPp2/3P2Q1/2P5/PP4PP/RNB3K1 w kq - 0 15,g4h5,1319,메이트 1수
0GZ18,2r5/7R/p3Q3/1kqpPrp1/1p6/8/PPP5/1KR5 b - - 0 38,c5c2 c1c2 f5f1 c2c1 f1c1,1319,메이트 3수
0MEb8,8/2r3RQ/2qpkr2/p3p3/1p2P3/8/PPP5/1KR5 b - - 0 32,c6c2 c1c2 f6f1 c2c1 f1c1,1319,메이트 3수
0FK9r,3r4/1p3k2/p4bpp/3bRp2/P7/2P5/1PB3PP/5NK1 w - - 1 30,e5d5 d8d5 c2b3 f7e7 b3d5,1319,핀
07CCc,r4rk1/pp2q3/2n3p1/4p1p1/4R1PQ/7R/PPP4P/2K5 w - - 0 26,h4h8 g8f7 h3h7 f7e8 h7e7,1319,스큐어
05qg5,2k5/1pp3Bp/p7/5P2/6P1/5P2/PPr4r/3K3R w - - 0 26,h1h2 c2h2 f5f6 h2f2 f6f7,1320,전진한 폰
2ZuBN,5rk1/pp5q/4p2p/2p1N3/2PPn3/4P3/PPQ3P1/5RK1 b - - 1 25,f8f1 g1f1 e4g3,1320,어트랙션
4O3dZ,r2qkb1r/pp2pppp/2p3b1/4P3/4nN2/4P1P1/PPP2PBP/R1BQK2R b KQkq - 1 10,d8d1 e1d1 e4f2,1320,어트랙션
E5e2A,5r1k/1p2N1pp/p2N1p2/1b3P2/8/4n3/Pr4PP/R2R2K1 w - - 4 27,d6f7 f8f7 d1d8 b5e8 d8e8 f7f8 e8f8,1320,백랭크 메이트
0817X,r1b1k1nr/pppp1ppp/8/3NP3/1n6/8/PqPNPPPP/1R1QKB1R b Kkq - 2 9,b4c2 d1c2 b2c2,1320,결정적 우위
03tzC,r3kb1r/pp2pppp/5nn1/3P4/2p1P1b1/2P2NB1/PqB1Q1PP/RN2K2R w KQkq - 0 13,c2a4 b7b5 e2b2,1320,디스커버드 어택
0DFmE,3r4/1k3ppp/3b1n2/2R5/8/8/PP3PPP/3R2K1 b - - 0 21,d6h2 g1h2 d8d1,1320,디스커버드 어택
0R4b6,5rk1/pp4p1/2p4p/3p1b2/1P6/P2Q1Bq1/2P3P1/R5K1 w - - 4 28,f3d5 c6d5 d3g3,1320,디스커버드 어택
9yAml,5r2/4k3/2PRpp2/1p1pP2p/1P3KpP/4P3/6P1/8 b - - 0 35,f6e5 f4e5 f8f5 e5d4 e7d6,1320,더블 체크
072P4,2k1r2r/5pp1/2N1p3/Q6p/P3bP2/1q5P/6P1/2R2R1K b - - 0 26,b3h3 h1g1 h3g2,1320,메이트 2수
03ZZt,2Q5/6k1/p5p1/1pR2p2/1P3Pr1/3K4/1P4r1/8 b - - 2 41,g4g3 d3d4 g2d2 d4e5 g3e3,1320,메이트 3수
02MlO,r1b5/1pp4p/p2p2pk/3Pr3/1PP5/4qNP1/PQ4P1/R4R1K b - - 2 23,e5h5 f3h4 e3g3,1320,핀
0eyBj,4Rr1k/pp4pp/2p4r/4R3/1P4qP/P3QpP1/2P2P1K/8 b - - 2 31,h6h4 h2g1 h4h1 g1h1 g4h3 h1g1 h3g2,1320,희생
11cq5,6k1/pp3p2/6p1/3bp1b1/6P1/P1PR4/1P2N2P/6K1 b - - 3 33,d5c4 d3d1 c4e2,1320,스큐어
1mt6v,r6r/pp3p2/1b3k1p/3p2pb/1P1P4/P3B2B/5PPP/2R1R1K1 b - - 3 21,g5g4 h3g4 h5g4,1320,갇힌 기물
0kvFg,8/6k1/6p1/N7/3K1PpP/1PR4r/8/8 b - - 0 47,h3c3 d4c3 g4g3 a5c4 g3g2,1321,전진한 폰
13NLQ,r7/1p3k2/5p2/3P4/1PP5/1P3p2/p3R3/K4R2 b - - 0 32,f3e2 f1e1 a8e8,1321,전진한 폰
07WiO,r1b2rk1/ppp3pp/2np1b2/3Np3/2P1q3/4PN1P/PPK1B1P1/3R1Q1R w - - 0 16,e2d3 c6b4 d5b4,1321,우위 잡기
0BohJ,5rk1/6pp/n1pQ1p2/1p1p1n2/p2P4/P1P2N1P/1P2rPP1/R3R1K1 b - - 0 20,e2e1 f3e1 f5d6,1321,우위 잡기
3Rm0z,3r1rk1/6pp/p1pNp2q/2P5/1Q1Pb1p1/1P5P/P4R1K/5R2 w - - 0 30,f2f8 d8f8 f1f8 g8f8 b4b8,1321,어트랙션
3fiOl,3r2k1/ppp1q1pp/2n1b1r1/2b5/4QB2/2P4N/PPP3PP/2KR1B1R b - - 5 15,d8d1 c1d1 e6g4,1321,어트랙션
RXh53,4r1k1/5ppp/1Q1p4/2pP4/4r3/2P1qN2/1P3NPP/R4K2 b - - 2 26,e3e2 f1g1 e2e1 f3e1 e4e1 a1e1 e8e1,1321,백랭크 메이트
09VM8,8/1R3pp1/1p2r1kp/p2K4/2P1N1PP/1n6/8/8 w - - 2 48,h4h5 g6h7 b7f7 e6e4 d5e4,1321,디플렉션
0auUK,1q3r2/1Q3pk1/3pr1p1/p1p5/2P5/2P3RP/6P1/5RK1 w - - 1 52,f1f7 f8f7 b7b8,1321,디플렉션
0kJ4T,3r4/pp4pQ/2n2kqp/8/7P/5N2/5PP1/4R1K1 w - - 2 31,e1e6 f6e6 h7g6,1321,디플렉션
2QLt3,8/6pk/7p/3pq3/8/5QPP/Pr3n1K/1R3R2 b - - 1 36,f2g4 h2h1 b2h2 h1g1 e5d4,1321,더블 체크
HJyD0,1r2r3/pb3k2/1p5q/2pn4/3p4/3P1N1P/PP3QB1/5RK1 w - - 0 30,f3e5 f7g8 f2f7 g8h8 e5g6 h6g6 f7g6,1321,더블 체크
07WfH,4r3/8/p6R/1p5n/2p1N2k/2P5/PP6/1K6 w - - 2 40,h6h5 h4h5 e4f6 h5h4 f6e8,1321,포크
0AFYZ,1R6/8/2p2kp1/p1r5/5P2/6b1/PP6/1KB5 b - - 1 40,c5c1 b1c1 g3f4 c1c2 f4b8,1321,포크
0BZQ7,1Q6/4kP2/p1p3p1/P1Pp1qP1/4p2K/8/5P2/8 w - - 3 55,b8e8,1321,메이트 1수
0Kgzh,rn1R2rk/5ppp/4p3/1b6/7Q/P4q2/1PP4P/1K4R1 w - - 0 23,d8g8 h8g8 h4d8 b5e8 d8e8,1321,메이트 3수
0ceS8,r3b1k1/4R1p1/4p1Pp/p2pq2P/1p6/4PQN1/PpP5/3K4 w - - 0 33,e7e8 a8e8 f3f7 g8h8 f7e8,1321,메이트 3수
0L2Nq,4r1k1/2b1q1p1/4p2p/p2P1p2/5P2/1rP1Q3/RP4PP/2B1R1K1 b - - 0 28,c7b6 e3b6 b3b6,1321,핀
1aXxW,2r4r/4kqbQ/1p1pppN1/p1p5/4P3/3P3P/1PP3P1/4RR1K b - - 9 32,e7d7 g6h8 c8h8 h7h8 g7h8,1321,희생
0hDAp,b1r3k1/5ppp/p7/3p1q2/1Pp5/5B1P/P2Q1PP1/4R1K1 w - - 1 25,f3g4 f5f6 g4c8,1321,스큐어
0k0nN,r3k2r/pbpp1p2/np2pq1p/6p1/2PP4/5NB1/P1P2PPP/R2QR1K1 w kq - 3 14,g3e5 f6g6 e5h8,1321,스큐어
1YJCr,7r/p7/1p2b3/4k3/1P3RP1/3p2K1/3B4/8 w - - 2 43,d2c3 e5d6 c3h8 d3d2 f4d4,1321,스큐어
1aPFn,r5k1/5ppp/1rn1p3/p2pPnP1/R2P1P1P/2PQ1N2/1q1N2K1/5R2 w - - 3 23,f1b1 b2b1 d2b1,1321,갇힌 기물
0C3uE,3rk2r/1pq2p1p/pn2b1p1/2b1p3/1P1p4/2Q1N2P/P1P1BPP1/1N1R1RK1 w k - 0 20,c3c5 c7c5 b4c5,1322,우위 잡기
rhpNI,5r1k/6p1/p4q2/8/2P1Q3/8/4RPPP/1r2B1K1 b - - 0 35,b1e1 e2e1 f6f2 g1h1 f2f1 e1f1 f8f1,1322,백랭크 메이트
07wZw,8/8/6p1/ppkp1P2/3p3P/P5p1/2P1K3/8 w - - 0 49,f5g6 g3g2 e2f2,1322,결정적 우위
0YcWW,r1b3k1/1pp5/p2p1p1q/4n3/3PP2N/6NP/P1P2RPK/Q7 b - - 0 21,e5g4 h3g4 h6h4 h2g1 h4g3,1322,디플렉션
04XVt,Rr3r1k/1P5p/1p6/1PbB4/2Pq4/4pPP1/1Q2R2P/6K1 b - - 4 31,d4b2 e2b2 e3e2 g1g2 e2e1q,1322,디스커버드 어택
Ld99F,2kr4/1p5R/3np3/p7/3KP3/P5B1/1PP5/8 b - - 5 31,d6f5 d4e5 f5g3,1322,더블 체크
0BGOA,8/1b5p/p2qpkp1/6N1/3pP3/2b2N1P/Q4PP1/6K1 w - - 6 32,e4e5 f6e7 e5d6,1322,포크
13zNH,4r1k1/ppq2pp1/4bn1p/1N6/8/8/PPP1QPPP/3rR1K1 w - - 0 21,b5c7 d1e1 e2e1,1322,매달린 기물
04GBX,1qkr2r1/1p4Rp/4p3/Q2p4/1P2P3/P7/5nK1/8 w - - 4 30,a5c5 b8c7 c5c7,1322,메이트 2수
084V5,3r4/5p1k/p3q1p1/3N2n1/3R4/2Q5/P4P2/6K1 w - - 2 40,d4h4 h7g8 h4h8,1322,메이트 2수
03PqC,8/3bP3/1p6/2p1Bk1p/2P1q3/6R1/8/5BK1 w - - 2 48,f1d3 e4d3 g3d3,1322,핀
0BLgI,rn2k2r/ppp1qppp/3b1n2/8/2Q2p2/2N2N2/PPPP2PP/R1B2RK1 w kq - 1 11,f1e1 e7e1 f3e1,1322,핀
0EYTd,r1b1qb1r/2p1k1pp/p2p1n2/np2N1Q1/3PP3/2N5/PPP2PPP/R1B1K2R w KQ - 0 12,c3d5 e7d8 d5f6 g7f6 g5f6,1322,핀
2VNTe,5B2/8/p5K1/Pk5p/1P2n3/8/8/8 b - - 2 63,h5h4 g6f5 h4h3 f5e4 h3h2 f8d6 h2h1q,1322,희생
2aVer,r1b2rk1/pp3ppp/2pp4/3Np3/2P5/4P3/PPP2KP1/R6R w - - 0 15,d5e7 g8h8 h1h7 h8h7 a1h1 c8h3 h1h3,1322,희생
0A2QL,8/7p/3K2p1/6P1/1Q5P/5q2/k7/8 b - - 2 50,f3f8 d6d5 f8b4,1322,스큐어
1bto2,rnb1kb1r/ppppq2p/5pp1/4p2Q/2B4N/2P5/PPP2PPP/R1B1K2R w KQkq - 0 8,h4g6 h7g6 h5h8,1322,갇힌 기물
03BPz,8/2Q1qkpp/p7/1p1P4/1P6/7P/6PK/8 w - - 5 36,d5d6 e7c7 d6c7,1323,전진한 폰
0ByJT,1r3rk1/2qbbppp/p3pn2/3N2B1/8/3B1Q1P/PPP2PP1/1R2R1K1 b - - 0 16,f6d5 g5e7 d5e7,1323,우위 잡기
00g5H,2r3k1/p4pp1/1p5p/1Q6/2q5/5P2/1P4PP/3R2K1 w - - 4 31,d1d8 c8d8 b5c4 d8d1 g1f2,1323,디플렉션
02BpP,5rk1/1q1nB1pp/p2p4/3Pp3/2P2p2/3Q3P/P4PP1/5RK1 b - - 1 22,d7c5 d3b1 b7e7,1323,디스커버드 어택
08DRY,r1bq1rk1/ppp2ppp/3p4/2b1p2n/2PnP3/P2P1N1P/1P2BPP1/RNBQ1RK1 w - - 1 9,f3d4 c5d4 e2h5,1323,디스커버드 어택
0MCw0,8/3r1qbk/3nR1pp/p4n2/2BP1p2/2P2P1P/1P3BP1/4Q1K1 w - - 1 37,e6d6 f5d6 c4f7,1323,디스커버드 어택
0MwUh,2kr1bnr/pp3ppp/1np5/4P3/3QB2q/8/PPP2PPP/R1B2RK1 w - - 4 12,e4f5 c8b8 d4h4,1323,디스커버드 어택
03QUv,2r5/3k1ppp/R3p3/3pP3/N4n2/1P6/P5PP/6K1 w - - 1 23,a4b6 d7c7 b6c8,1323,포크
06TYh,1br5/p3Rrkp/1p6/2p2q2/2Q5/8/PP3PPP/R5K1 w - - 2 24,e7f7 f5f7 c4g4,1323,포크
0FJr6,8/8/kp6/8/N5RK/3P2P1/3q4/8 b - - 3 38,d2h6,1323,메이트 1수
04wRt,r5kr/pppb4/1P2pQ1p/4B1p1/1n6/q3P3/3KNPPP/3R1B1R b - - 5 21,a3d3 d2c1 d3c2,1323,메이트 2수
0ALqQ,rqb3k1/4b2p/p2p3B/1pp1n3/4P3/P2P2PB/1PP2Q1P/5RK1 w - - 6 25,f2f8 e7f8 f1f8,1323,메이트 2수
09FUo,r5k1/pp1b2p1/1q2p2p/3pP3/6P1/2N1n3/PP3Q1P/1B3RK1 w - - 0 21,f2f7 g8h8 f7f8 a8f8 f1f8,1323,메이트 3수
0nnNb,8/8/3k4/p2r1ppp/PpKB4/1P2PPPP/8/8 w - - 3 37,e3e4 f5e4 f3e4 d6e6 e4d5,1323,갇힌 기물
0fHbd,4k3/5R2/5PP1/1pPppb2/3p4/2rP4/8/6K1 w - - 3 42,f7e7 e8d8 g6g7,1324,전진한 폰
0tlen,8/3k2P1/1pp2R2/4P3/2br4/5KP1/6P1/8 w - - 1 46,e5e6 c4e6 f6e6 d7e6 g7g8q,1324,어트랙션
2YlsE,8/bp3r1k/p1p3p1/P6p/1P3p1P/2PRn2P/3R4/7K w - - 2 41,d3d7 h7g7 d7f7 g7f7 d2d7 f7e6 d7b7 a7c5 b4c5,1324,어트랙션
01uDY,4R3/pq1r1ppk/7p/3p4/P2Q4/2P2P1P/6PK/8 w - - 3 32,d4d3 g7g6 d3d4 f7f6 d4f6,1324,결정적 우위
036WH,6k1/p4ppp/2Q5/3p4/PP1P4/4r1qP/4r1P1/R5RK b - - 0 28,g3h3 g2h3 e3h3,1324,메이트 2수
0Jb2M,5r2/6p1/p5k1/1p6/3pPq2/P2P3R/1P1Q4/6K1 w - - 4 37,d2g2 g6f7 h3f3 f4f3 g2f3,1324,핀
1a0k7,2k1r3/1ppr1p1p/p4Bp1/2b1P3/3n1PP1/2N4P/PPP5/R1KR4 b - - 0 20,d4e2 c3e2 c5e3,1324,희생
0AJNI,2N5/8/2n1P1pp/p1k2p2/5P2/1PK1p1P1/7P/8 w - - 1 49,e6e7 c6e7 c8e7 e3e2 c3d2 e2e1q d2e1,1325,전진한 폰
0uOXZ,8/R7/4p1k1/P7/1p2P3/6P1/2r4P/6K1 b - - 0 41,b4b3 a7b7 b3b2 a5a6 c2c1,1325,전진한 폰
1Q1wq,1R6/8/1rk5/p4P2/1p6/8/6K1/8 w - - 3 46,b8b6 c6b6 f5f6 b4b3 f6f7,1325,전진한 폰
004u0,4r1k1/ppq3pp/2p2p2/4r3/4p1Q1/P5RP/1P3PP1/3R2K1 w - - 4 35,d1d7 c7d7 g4d7,1325,우위 잡기
00rCs,3r3k/R5pp/5p2/2pN4/4P3/4nQqP/PPP3P1/7K b - - 3 29,g3e1 h1h2 e3f1 f3f1 e1f1,1325,우위 잡기
0DMG3,8/1p5R/p1pN1k2/P1Pp4/1P6/3B4/r4r2/6K1 w - - 11 42,h7f7 f6e5 f7f2,1325,우위 잡기
ThZ9Q,N2k4/pp1n1pBp/4r3/8/5Qb1/1P6/P1qP1PPP/R4KNR b - - 4 18,c2d3 g1e2 d3e2 f1g1 e2e1 a1e1 e6e1,1325,백랭크 메이트
3LNjx,r1bq4/pp3pk1/3p1n2/3Bn1Br/1P1pP3/P2P2Q1/5PP1/R3K2R w KQ - 0 20,g5f6 g7f6 h1h5,1325,더블 체크
8zgvi,2rq3r/4kppp/8/p3P3/8/8/1Pn1QPPP/R1B3K1 w - - 0 25,c1g5 f7f6 e5f6 e7f7 f6g7,1325,더블 체크
04oyE,r1r3k1/5pbp/1np1q1p1/1p6/4p3/2B3P1/P2Q1PBP/R2R2K1 w - - 0 32,c3g7 g8g7 d2d4 e6f6 d4b6,1325,포크
04RUC,r3k3/ppp3p1/3bp1b1/4q3/4P1Q1/2P5/PP1N4/R1B2RKB b q - 0 20,e5h2,1325,메이트 1수
03RXa,2kr3r/Qpp2p2/p1p5/q6p/8/B2P3P/1PP5/2K1R2b w - - 0 23,a7a8 c8d7 e1e7,1325,메이트 2수
07tAS,r2qr2k/ppp2Q1p/3p1bp1/5b2/2B5/5N1P/P4PP1/R3R1K1 w - - 0 21,e1e8 d8e8 f7f6,1325,메이트 2수
09JGJ,4r3/5ppp/p1n2n2/1ppk4/3p1B2/N1PP4/PP3PPP/4R1K1 w - - 4 22,c3c4 b5c4 d3c4,1325,메이트 2수
0CfUX,6rk/pb1n1rnp/1p1p4/2pPp1R1/1PP1P1RQ/3B4/P3KP1P/2q5 w - - 0 27,h4h7 h8h7 g4h4 g7h5 h4h5,1325,메이트 3수
0DogY,2Q2Bk1/q4ppp/4p3/3p4/N7/P2n1P2/6PP/7K b - - 1 30,d3f2 h1g1 f2h3 g1f1 a7f2,1325,메이트 3수
0VGbA,2r3k1/2q2ppp/4pn2/3p1b2/1b1P4/1N2PN2/Q3BPPP/2R3K1 b - - 1 22,c7c1 b3c1 c8c1 e2f1 f5d3,1325,핀
018Iz,8/3P4/8/2k2pbP/8/5K2/8/8 w - - 0 52,h5h6 c5c6 h6h7 c6d7 h7h8q,1325,승격
0C7cw,8/1P6/K1nk3r/8/P7/2R5/8/8 w - - 3 79,c3c6 d6c6 b7b8q,1325,승격
0L9IL,8/1PK5/5R2/8/8/6p1/8/1r4k1 w - - 4 60,f6b6 b1b6 c7b6 g1f1 b7b8q,1325,승격
1Chab,8/8/1K5p/p5p1/2P2kr1/8/8/6R1 w - - 0 50,g1g4 f4g4 c4c5 a5a4 c5c6 g4h4 c6c7 a4a3 c7c8q,1325,승격
1JhfJ,8/7N/p5KP/4k3/P7/5p2/8/8 b - - 0 65,f3f2 h7g5 f2f1q g5f7 e5e6,1325,승격
1rwIg,8/3k4/8/p2P4/2R5/2Pn1p2/P1K5/8 b - - 0 54,f3f2 c2d3 f2f1q,1325,승격
0wzk9,4r1k1/p2r1pp1/q7/7p/PR1P3P/3RpPP1/1Q2P1K1/8 b - - 6 33,a6d3 e2d3 e3e2,1325,희생
0EjG0,3r2k1/5p1p/p2qb1p1/1p6/3P4/1P1R4/P2Q1PPP/1B4K1 b - - 2 29,e6f5 d3e3 f5b1,1325,스큐어
0f81p,5k2/pp1b4/2p3pp/4r3/2P3P1/8/PP2BKP1/3R4 b - - 3 28,e5e2 f2e2 d7g4 e2e1 g4d1,1325,스큐어
18f5i,r1b2rk1/p3bppp/1pq1p3/8/8/3BBP2/PPP3PP/R2Q1RK1 w - - 0 14,d3e4 c6c7 e4a8,1325,스큐어
0yUI9,2r3k1/5rpp/p2p4/3P1P1q/n3P2b/2P4R/P1K3QP/4B1R1 w - - 5 33,h3h4 h5h4 e1h4,1325,갇힌 기물
1Q1vN,8/8/6pp/5r2/1P1bp3/1k6/4K1PP/1R1N4 b - - 7 43,b3c2 b1b2 d4b2,1325,갇힌 기물
12waR,3k4/pp2R1pp/3p4/3Nb1N1/4r3/P2p4/1P3P1P/5K2 b - - 1 29,d3d2 g5f7 d8c8 d5e3 e4e3,1326,전진한 폰
15BTp,8/2k5/1p3KP1/5B2/8/8/1r6/8 w - - 1 57,g6g7 b2g2 f5g6,1326,전진한 폰
03lR8,2r3k1/5pb1/p5pp/1p2p3/1B1rR3/P2nR2P/B4PP1/6K1 w - - 10 32,e4d4 e5d4 e3d3 c8c1 g1h2,1326,우위 잡기
